"Boyut,Ag?rl?k,Tatl?l?k,Yumu?akl?k,Hasatzaman?,Olgunluk,Asitlik,Quality"
"-22.492.616,-3.100.344,-21.687.021,17.779.984,-4.348.529,-6.148.541,9.072.447,Bad"
"-35.437.129,-2.776.233,-20.633.993,23.791.184,-21.744.232,44.677.156,33.684.072,Bad"
"-15.104.048,-13.710.029,-21.690.083,71.146.405,-89.053.226,-13.200.353,27.523.978,Bad"
"5.308.089,-30.654.953,-26.830.566,17.466.193,-13.202.868,-3.208.704,24.581.407,Bad"
"-2.844.057,-14.272.217,-5.181.803,14.346.234,-25.775.006,-35.044.707,16.006.421,Bad"
"-15.124.118,-75.963.515,-2.196.828,14.611.951,-93.663.996,-80.766.216,16.925.875,Bad"
"-36.850.133,-2.974.912,8.403.543,2.369.491,-16.658.489,-8.927.746,11.280.285,Bad"
"-28.824.142,-88.241.506,-12.050.565,10.096.946,-30.249.622,-40.436.068,31.844.242,Bad"
"-28.774.457,-15.361.497,67.625.428,21.236.396,-29.429.479,-33.961.806,20.177.317,Bad"
"-24.135.551,96.702.933,-10.546.354,18.401.828,-7.418.471,-13.724.767,27.226.558,Bad"
"15.121.536,-36.968.212,-10.716.811,9.087.693,-34.995.234,-25.807.679,9.233.675,Bad"
"-2.329.154,-9.169.925,4.535.642,14.216.118,-26.904.912,-17.345.682,16.003.871,Bad"
"-3.349.674,-5.545.959,-60.297.626,12.371.234,-13.277.603,-1.721.198,1.741.456,Bad"
"-36.342.623,-12.387.459,25.123.596,18.914.502,-3.626.407,-9.296.477,14.341.023,Bad"
"84.762.937,-6.343.085,-33.883.054,18.309.733,-9.926.837,-1.987.527,9.462.945,Bad"
"-7.029.729,-22.376.184,-2.547.037,1.301.522,-14.464.935,-17.926.718,16.956.564,Bad"
"-12.371.163,-8.538.963,-18.774.613,1.451.818,-32.149.296,-26.733.618,23.735.385,Bad"
"-24.575.455,-53.776.917,-10.322.751,17.100.441,-2.472.443,-12.653.568,-5.748.048,Bad"
"-19.894.118,-2.415.995,-13.897.885,18.528.633,-26.366.525,-9.681.417,19.923.515,Bad"
"-35.750.308,19.251.174,-14.690.688,17.590.505,-2.038.342,-63.809.626,32.846.792,Bad"
"-18.285.043,3.393.716,-55.239.207,18.805.194,-22.588.084,-1.705.143,16.120.112,Bad"
"-26.226.785,-15.324.118,7.202.125,20.056.157,-5.582.629,-14.396.377,97.210.854,Bad"
"-7.052.225,-13.985.912,-80.189.586,11.914.641,-18.884.689,-16.880.143,19.019.586,Bad"
"-25.443.492,73.922.495,-75.688.946,9.333.999,-10.138.801,-848.882,36.829.038,Bad"
"-4.338.852,-14.797.895,59.935.874,24.207.332,-35.635.868,-2.076.682,14.266.478,Bad"
"-31.764.119,9.060.298,81.678.286,616.363,-29.464.297,23.736.577,37.421.298,Bad"
"12.105.513,-7.103.426,-23.483.398,13.767.143,-427.228,-32.243.254,-2.481.032,Bad"
"-18.880.478,-82.705.027,-12.251.486,12.538.261,-25.225.017,-2.506.973,2.643.196,Bad"
"-67.669.284,18.358.228,-31.543.214,8.582.044,15.422.201,-3.182.448,5.444.558,Bad"
"-19.248.664,-37.011.855,14.796.281,20.767.827,-12.095.379,624.217,-13.895.016,Bad"
"-28.867.638,-49.549.986,-10.443.947,16.414.235,-29.381.647,-54.772.776,26.417.203,Bad"
"-16.772.848,-25.813.958,-21.619.523,26.685.479,41.260.993,-49.540.854,9.695.391,Bad"
"-54.635.715,13.776.495,-18.458.986,1.645.801,11.406.804,-38.772.042,30.993.881,Bad"
"4.551.929,-41.899.667,-3.759.904,5.577.933,-3.573.329,-37.152.789,-7.581.184,Bad"
"-26.832.001,-2.315.911,8.874.308,9.926.616,-17.888.924,1.008.888,10.266.523,Bad"
"-14.585.642,6.620.733,-16.369.162,10.992.696,8.272.818,-32.019.923,39.767.025,Bad"
"-15.579.962,-26.209.826,-25.295.048,12.650.768,-80.241.233,-5.163.583,15.300.739,Bad"
"-15.541.183,-7.749.376,-14.280.267,17.148.663,53.512.275,-2.891.586,2.522.213,Bad"
"-1.404.168,-21.041.172,-18.495.469,-37.961.166,-47.927.985,36.683.792,3.360.458,Bad"
"-27.948.334,-94.122.064,-15.251.178,2.764.866,-16.767.089,-21.006.374,68.058.676,Bad"
"-35.523.827,1.439.777,-7.390.804,10.191.101,2.888.569,97.337.955,4.608.044,Bad"
"-1.745.349,-2.925.286,-12.659.411,15.237.795,-20.025.806,-20.461.862,74.781.865,Bad"
"-3.269.957,15.082.248,-17.256.989,10.152.502,-16.711.193,-6.652.548,46.331.263,Bad"
"-22.237.556,2.304.239,-17.650.679,62.772.447,6.985.472,-15.597.855,59.310.822,Bad"
"-7.282.339,-49.486.396,-25.302.765,8.044.683,-30.518.444,1.431.769,2.509.084,Bad"
"-23.643.239,-1.304.049,14.341.564,18.440.768,-2.062.119,10.898.118,2.601.191,Bad"
"47.994.605,-15.188.787,-415.389,8.790.389,-17.647.649,-28.399.506,24.658.859,Bad"
"-92.719.185,-10.180.463,-18.158.572,15.439.817,-14.461.657,-36.254.978,21.974.497,Bad"
"-12.375.284,-14.610.376,-11.795.607,13.984.448,6.346.049,-17.980.112,18.328.618,Bad"
"-2.048.316,-35.939.815,-1.919.179,11.679.024,-1.938.426,-79.314.566,969.923,Bad"
"-37.729.518,-2.741.603,-6.365.938,22.128.658,-11.450.113,-10.515.094,39.822.376,Bad"
"-25.416.443,-143.146,-2.315.115,9.368.251,-2.518.337,-12.310.474,20.088.348,Bad"
"45.259.622,-19.407.322,-30.224.192,5.631.935,82.977.885,-23.233.213,27.873.423,Bad"
"20.643.058,-53.289.323,-32.741.325,20.412.295,-23.422.592,-31.330.204,-1.751.231,Bad"
"-17.189.758,-19.860.893,-36.806.673,19.170.157,-36.237.905,61.526.424,-6.028.784,Bad"
"-17.168.701,-11.491.987,-18.302.197,21.423.767,-16.672.906,-29.435.046,15.979.114,Bad"
"-37.604.514,-3.147.326,-14.530.703,2.202.827,-3.075.624,-37.096.567,-12.782.115,Bad"
"-13.595.645,28.953.204,-84.976.315,13.841.945,-14.347.361,-15.169.024,23.522.203,Bad"
"-21.621.835,22.824.796,-48.210.275,15.765.775,-674.014,-25.774.705,2.906.239,Bad"
"-3.052.952,-58.796.227,-16.346.679,10.490.206,-20.986.016,-18.188.175,3.957.366,Bad"
"-80.925.846,-8.854.959,-21.039.577,71.424.145,-26.437.232,-7.875.346,2.575.801,Bad"
"12.888.418,-32.029.707,-74.439.454,12.140.019,-91.030.884,-3.319.493,20.178.553,Bad"
"17.465.785,-90.938.365,-58.088.794,12.997.906,-1.249.063,-37.647.557,19.250.599,Bad"
"-19.305.788,-21.387.765,-22.776.997,2.169.055,-318.415,-5.290.427,-53.743.444,Bad"
"-9.285.467,-40.954.084,-69.465.417,18.345.939,-174.804,-8.293.754,-8.666.328,Bad"
"-21.629.646,-43.911.853,-25.682.194,13.169.932,-186.462,-26.776.612,9.795.628,Bad"
"-12.690.117,18.492.236,-17.032.065,6.290.987,-4.149.286,-14.522.015,42.854.886,Bad"
"-11.118.234,-14.040.647,-15.488.337,1.322.738,-38.934.538,-5.010.461,6.916.764,Bad"
"-16.503.708,2.257.866,-26.703.203,13.520.458,5.149.095,-24.095.042,43.668.427,Bad"
"-19.432.412,-16.091.727,12.343.867,14.855.543,-2.116.157,-7.545.119,5.134.324,Bad"
"-30.386.353,2.575.577,-64.725.477,19.286.742,-91.407.293,-109.302.774,32.849.107,Bad"
"-29.831.667,-18.286.031,-16.498.787,16.190.157,-8.890.046,-3.116.561,19.951.864,Bad"
"-54.205.666,36.406.207,-22.436.695,26.339.915,-1.281.228,12.873.485,16.682.531,Bad"
"-46.178.637,6.144.584,-19.192.307,26.694.486,10.046.955,-22.358.415,27.453.322,Bad"
"-1.577.913,-20.856.974,-26.989.121,19.032.011,-20.211.024,-20.397.127,11.256.046,Bad"
"93.172.383,-2.471.613,-32.641.604,5.955.097,-51.352.367,-13.875.687,14.537.047,Bad"
"-1.931.592,12.982.737,-2.319.153,21.025.667,27.030.545,-22.686.715,26.164.117,Bad"
"27.488.908,-3.825.989,-4.424.226,10.542.138,-34.135.094,-2.967.031,918.737,Bad"
"-96.261.394,-21.402.657,-31.904.554,6.767.992,-12.374.312,-20.452.075,30.820.272,Bad"
"-14.713.935,-35.161.674,-19.329.896,10.712.541,-4.363.873,13.118.793,-2.315.336,Bad"
"-29.029.324,-10.335.974,-30.348.954,15.296.142,-19.996.318,29.258.186,21.973.732,Bad"
"-53.542.895,33.772.159,19.703.542,35.900.066,-1.257.527,-8.532.467,24.509.983,Bad"
"-11.497.906,-56.507.993,-21.211.936,2.280.781,-27.078.843,-24.938.114,-18.343.639,Bad"
"-32.790.473,-53.670.716,-10.021.845,2.449.686,-26.813.884,-29.152.915,72.014.856,Bad"
"21.668.859,-52.129.483,-23.071.804,7.502.794,1.229.028,-5.621.039,-68.262.064,Bad"
"-57.182.148,-26.746.092,-20.344.336,16.448.317,-13.278.221,-26.781.785,-5.576.357,Bad"
"9.635.695,-4.089.473,-5.112.367,35.748.675,-3.049.894,-2.331.365,11.727.672,Bad"
"4.799.438,-32.302.241,-20.686.345,16.907.958,8.737.732,-4.157.056,40.824.828,Bad"
"-33.097.894,-14.368.838,10.486.044,15.482.519,-21.434.643,7.285.399,24.781.232,Bad"
"-13.592.323,-35.739.877,-13.359.061,6.112.747,-32.220.633,-66.575.444,8.920.268,Bad"
"-16.516.606,5.827.219,-1.117.799,20.343.108,91.512.597,-1.396.767,22.359.767,Bad"
"-43.594,-2.790.836,-8.708.481,19.555.671,-51.126.423,2.015.021,17.960.866,Bad"
"-19.907.042,-83.661.693,-7.417.222,8.732.084,-1.933.354,-36.465.564,24.265.926,Bad"
"-15.072.167,-34.709.816,-21.808.796,19.668.342,-4.913.611,-12.967.381,-77.984.564,Bad"
"-1.312.701,-20.070.949,-2.310.652,15.444.905,-37.646.294,-3.000.363,19.023.806,Bad"
"-4.217.662,-91.635.966,1.3254,17.194.816,-19.818.758,97.478.926,18.835.026,Bad"
"53.384.442,-32.726.257,-29.116.735,10.045.462,-2.351.231,-11.318.454,738.107,Bad"
"-15.834.671,-9.105.522,-25.914.905,10.791.678,-18.479.277,-58.345.115,21.204.798,Bad"
"-31.911.714,-22.001.045,-9.211.792,2.389.835,-14.163.039,-12.391.939,17.970.303,Bad"
"13.975.613,-28.653.452,-18.721.867,-7.227.382,-27.523.832,-30.792.135,33.036.792,Bad"
"90.745.586,-5.214.167,-23.932.333,16.880.612,-28.596.418,-24.507.432,-19.043.163,Bad"
"4.576.999,-38.050.485,-17.579.755,22.433.593,-12.167.739,-31.072.996,-11.961.195,Bad"
"-706.661,-38.852.115,-16.989.999,16.349.078,-41.599.407,-14.084.724,-59.279.746,Bad"
"3.945.365,9.168.291,-51.644.588,10.578.108,7.681.953,-74.231.553,34.082.263,Bad"
"-53.558.736,-23.153.122,-434.428,20.431.378,-15.224.451,-52.733.207,33.172.874,Bad"
"-13.926.504,-3.788.187,-26.330.385,723.119,-47.580.757,-20.638.406,13.833.711,Bad"
"-33.410.006,17.002.223,11.233.263,10.502.644,46.839.023,-9.413.036,41.137.443,Bad"
"17.343.177,11.275.126,-19.724.435,53.635.806,3.204.701,-22.321.043,31.033.602,Bad"
"-26.785.765,-34.424.856,-7.960.785,24.951.074,-9.580.474,-3.535.411,-9.537.599,Bad"
"-3.042.872,-17.526.593,-12.546.232,18.997.236,-9.748.867,-88.234.735,13.009.973,Bad"
"-58.539.826,12.058.149,-20.566.967,17.817.527,-3.734.759,-1.261.676,1.808.379,Bad"
"-17.419.479,-20.736.287,-10.701.405,11.798.649,-16.833.557,-3.472.826,23.175.673,Bad"
"-24.525.468,-48.981.214,-26.780.756,11.857.226,-37.024.415,-7.693.177,-8.674.913,Bad"
"-27.894.178,-13.983.103,-22.924.423,13.518.764,-28.850.589,-14.349.446,13.483.212,Bad"
"37.112.567,-35.707.784,-34.370.935,13.980.628,-14.247.414,-1.861.147,39.139.605,Bad"
"-14.906.167,7.236.287,12.875.546,6.705.709,-13.887.275,-24.717.008,28.174.872,Bad"
"-35.265.446,1.355.815,9.715.665,15.161.122,-19.627.168,25.483.404,2.952.465,Bad"
"-19.900.577,-22.014.818,-2.595.056,16.190.131,-3.419.439,-13.763.714,17.981.445,Bad"
"-22.298.765,20.555.978,-871.728,11.584.724,-29.750.174,3.922.999,40.747.895,Bad"
"-4.575.273,-18.795.784,-42.846.575,17.956.975,-23.183.126,-8.483.926,4.232.861,Bad"
"-7.358.084,22.077.348,1.685.093,26.797.361,-78.738.904,5.533.959,38.592.515,Bad"
"1.0332,-29.974.864,-25.750.217,9.704.184,-2.037.284,-3.831.758,88.197.505,Bad"
"-38.410.676,-34.861.603,-19.554.018,10.091.552,-11.825.765,-22.413.764,10.274.403,Good"
"-31.844.254,72.362.435,-7.809.728,46.272.522,-33.073.401,29.142.895,43.123.245,Bad"
"-63.217.235,-27.435.439,-2.336.575,21.847.367,-3.837.241,-12.346.839,-7.627.783,Bad"
"-55.332.675,-62.799.525,-8.457.743,25.357.754,-33.220.444,15.915.153,16.413.199,Bad"
"-22.362.764,-40.907.607,-24.320.037,19.899.364,-38.933.518,-85.108.376,-63.032.264,Bad"
"2.013,-47.481.127,-34.303.951,15.321.529,-1.415.957,-16.392.744,-15.335.706,Bad"
"13.546.966,-1.998.576,-22.240.837,2.111.581,2.961.755,-5.556.433,1.980.812,Bad"
"-36.756.146,-23.991.508,-16.036.407,23.903.177,-28.680.701,65.193.874,-19.729.853,Bad"
"-36.497.731,9.822.013,51.459.664,20.872.726,-74.483.603,-80.644.906,22.484.276,Bad"
"-46.534.804,-42.645.855,-21.672.235,13.754.942,-3.568.702,-13.899.848,-44.883.183,Bad"
"-14.465.788,27.073.917,-3.517.308,10.342.741,-19.900.182,-26.407.037,4.915.263,Bad"
"-31.653.514,-9.227.616,82.693.255,13.696.624,-3.624.852,-14.538.953,2.292.093,Bad"
"-56.328,-3.886.774,-9.205.742,1.613.173,-38.410.926,28.322.005,301.991,Bad"
"-2.371.738,649.613,-6.181.208,10.295.141,-22.561.371,5.788.522,23.920.686,Bad"
"-14.335.253,7.250.239,-16.535.805,12.603.186,-18.600.613,-2.339.135,3.475.433,Bad"
"3.788.378,-11.416.093,-35.317.416,1.031.217,-18.583.632,-34.559.557,28.274.925,Bad"
"6.998.021,-42.602.524,-40.023.756,14.617.442,15.738.654,-27.812.126,30.922.241,Bad"
"-458.393,-124.012,13.769.649,24.683.065,-24.852.855,13.155.808,6.923.702,Bad"
"-5.934.386,23.766.997,-22.089.918,92.744.553,-2.554.834,-27.832.422,3.280.535,Bad"
"-4.060.646,-2.140.212,-5.633.276,8.439.363,-28.954.635,10.711.082,27.941.754,Bad"
"-39.435.995,-3.593.851,-47.804.184,12.981.884,-19.336.678,-4.498.105,16.668.223,Bad"
"-94.921.124,-10.275.929,-1.687.023,12.157.259,-10.646.495,-11.359.215,19.007.235,Bad"
"-15.895.916,-19.299.127,-1.321.758,18.475.953,-24.404.392,-12.207.656,7.732.966,Bad"
"-18.076.978,-62.317.204,-12.251.897,1.343.389,23.889.258,-23.391.697,26.008.036,Bad"
"-12.336.795,-7.112.569,-13.656.619,12.071.934,-6.723.743,-87.373.745,1.785.008,Bad"
"-1.441.176,-1.935.643,-2.814.127,9.005.161,-34.896.147,3.939.928,20.716.395,Bad"
"-28.724.644,-278.474,-42.040.057,10.604.318,-29.395.506,-39.020.723,13.026.412,Bad"
"-23.860.416,-22.720.125,-6.298.419,18.980.348,27.408.198,-61.257.686,4.566.609,Bad"
"-31.579.401,-2.411.648,-16.880.354,5.056.469,-38.228.176,10.000.409,2.869.617,Bad"
"11.636.909,-18.976.176,-18.719.668,9.272.734,-15.971.721,-24.426.036,7.257.401,Bad"
"-20.679.533,4.628.086,33.001.515,36.023.998,-24.145.659,-15.175.655,6.630.081,Bad"
"58.535.993,-4.302.768,-44.187.326,2.019.643,-12.699.083,-19.872.946,-1.002.089,Bad"
"1.385.838,-25.350.993,-40.054.893,6.983.383,-1.910.831,-31.978.865,20.946.696,Bad"
"-16.265.291,-4.502.317,-1.739.286,14.676.051,-4.558.887,-18.380.147,-13.636.475,Bad"
"-3.856.767,-16.373.297,-3.357.048,19.622.954,54.156.435,-10.386.279,13.033.842,Bad"
"-9.322.353,-16.665.503,-4.404.541,50.043.297,2.762.255,-22.751.107,40.447.183,Bad"
"-14.547.505,-28.576.295,-46.665.335,19.740.953,-55.923.553,-15.130.522,-8.052.907,Bad"
"-18.943.459,-40.737.626,-17.993.851,14.867.665,-15.593.582,-29.762.718,28.877.192,Bad"
"7.538.044,-39.514.346,-12.190.292,13.340.107,-8.586.536,-14.443.232,-700.144,Bad"
"-9.602.081,-76.646.477,-579.707,24.058.306,12.500.939,-26.488.383,61.888.456,Bad"
"-4.739.924,-9.963.585,59.569.126,2.471.202,-74.485.373,-14.270.636,14.436.805,Bad"
"85.315.317,-28.359.966,-4.405.853,12.310.963,-20.437.938,-5.868.637,20.301.652,Bad"
"10.551.969,-1.515.787,-2.724.703,4.798.425,9.313.666,-20.946.302,1.956.077,Bad"
"-41.217.203,-3.193.615,34.215.966,24.354.315,-36.159.089,45.861.942,-32.669.988,Bad"
"-4.560.893,-12.524.948,-11.472.278,15.955.393,-28.568.304,97.447.425,27.129.269,Bad"
"-53.739.357,-20.708.961,-23.572.793,18.184.954,-19.448.593,-39.873.016,13.295.021,Bad"
"-3.686.966,-27.320.461,-12.157.037,24.080.253,-369.972,-2.044.786,44.710.364,Bad"
"-13.875.953,-36.440.914,-34.129.298,69.430.745,-2.013.118,29.081.333,15.779.266,Bad"
"-39.943.938,-10.757.662,8.166.735,23.241.682,-31.224.787,-41.313.255,25.613.996,Good"
"17.278.557,-16.787.119,-22.310.727,65.002.626,-17.882.618,-4.002.618,18.588.625,Bad"
"-24.015.217,-13.987.249,-7.835.615,19.281.402,-15.241.035,-11.860.445,20.421.476,Bad"
"23.834.646,-10.986.408,-14.804.229,7.603.946,-2.242.923,-31.495.914,14.973.497,Bad"
"-14.156.064,-39.116.464,-61.232.466,2.052.336,-97.642.916,-34.748.082,-11.875.904,Bad"
"1.040.808,24.047.916,-25.002.792,-62.355.336,2.085.425,-25.859.363,63.919.487,Bad"
"-12.068.863,-17.531.368,-23.494.935,13.383.489,-15.099.989,-24.795.165,14.652.915,Bad"
"-1.941.761,-16.649.337,-19.512.941,15.679.781,-13.138.847,-53.245.157,19.014.604,Bad"
"-82.752.876,-5.887.565,-24.382.272,71.053.684,-8.318.222,-18.312.433,33.487.709,Bad"
"-1.222.677,-35.667.927,-2.363.416,11.951.495,-38.723.283,-48.864.347,35.875.267,Bad"
"-2.040.206,-21.111.143,-24.915.834,20.268.388,-5.166.535,-207.741,54.311.794,Bad"
"-9.085.366,-3.326.482,-44.702.597,20.428.529,-5.464.841,-24.722.571,5.344.811,Bad"
"-13.680.353,-246.319,-20.287.006,3.253.028,-2.561.884,-298.168,-20.042.055,Bad"
"-25.610.514,-57.029.366,12.046.411,10.088.228,-41.341.448,-3.126.318,27.003.772,Bad"
"10.455.385,-13.189.118,-36.981.037,5.730.785,10.475.998,-27.393.396,2.736.549,Bad"
"-936.185,-68.055.654,90.707.576,16.999.835,-19.320.537,-31.047.794,18.365.058,Bad"
"6.349.709,-29.747.844,-14.606.708,14.276.376,-77.878.606,-36.197.731,5.832.829,Bad"
"-50.134.134,-215.812,5.106.812,2.933.168,-25.158.222,17.792.591,-68.628.675,Bad"
"16.086.578,-63.267.255,-19.175.615,13.426.536,-1.629.613,-3.309.094,18.630.106,Bad"
"-3.422.949,-15.712.866,-18.921.621,167.707,-13.871.186,-12.447.078,1.311.109,Bad"
"-19.551.352,-12.564.867,-18.927.327,14.193.249,-24.245.824,-35.634.844,12.582.109,Bad"
"-2.190.953,-24.687.908,-16.905.005,15.483.103,-16.642.362,23.819.968,6.079.168,Bad"
"-6.886.957,-25.918.748,-5.583.554,50.240.266,56.390.435,-2.941.846,18.007.758,Bad"
"-42.467.113,-4.120.326,11.317.214,22.596.765,-3.315.127,10.961.782,74.797.374,Bad"
"-34.408.715,-20.966.408,19.601.057,15.240.285,-39.928.374,43.309.727,12.807.275,Bad"
"12.521.466,-37.759.918,-30.325.696,14.794.191,1.133.893,-4.974.983,21.932.578,Bad"
"-27.250.056,-25.249.853,-15.424.864,1.342.089,-4.529.452,10.726.736,19.605.821,Bad"
"-53.120.093,12.467.597,39.873.865,28.079.944,-63.762.814,-18.376.068,20.820.034,Bad"
"31.416.767,-21.843.095,-57.085.834,12.861.531,-41.463.175,-27.168.412,16.833.474,Bad"
"-9.120.559,-2.327.469,16.058.195,18.213.388,-63.885.283,-20.106.468,-5.732.105,Bad"
"15.808.258,-3.601.741,-32.533.011,12.979.851,-36.397.433,-1.528.497,-981.777,Bad"
"-34.098.496,10.733.405,-18.366.314,18.919.371,-8.742.685,-19.656.402,33.190.613,Bad"
"-5.414.337,26.431.058,18.662.952,21.086.102,-28.840.542,40.873.945,22.543.883,Bad"
"-91.362.906,-25.184.875,-2.899.648,16.863.432,-32.218.482,-17.602.967,678.684,Bad"
"-30.882.897,48.062.688,-6.712.358,19.602.715,-34.917.314,-15.524.701,26.660.461,Bad"
"-2.257.542,-2.034.491,-2.995.522,27.592.912,-21.360.018,-16.437.032,-5.023.681,Bad"
"-3.473.423,13.510.039,-16.321.466,12.512.479,-11.823.812,-12.708.528,404.039,Bad"
"-2.736.523,30.514.092,-48.145.112,17.738.353,531.025,6.501.938,6.529.665,Bad"
"-22.878.468,-415.256,-2.458.733,78.664.273,-93.233.234,-36.254.206,10.404.491,Bad"
"3.828.605,-2.833.523,-26.682.265,11.796.267,-37.177.029,-1.195.826,31.556.258,Bad"
"-7.289.475,-1.048.278,-20.928.643,82.492.614,-11.263.111,-13.102.115,24.234.793,Bad"
"-25.061.626,-28.418.412,26.351.392,24.664.733,-16.504.865,-78.154.796,-926.639,Bad"
"-6.864.186,-32.063.594,-186.523,14.239.465,-36.958.585,-17.208.822,16.832.808,Bad"
"1.158.537,13.302.654,-25.513.227,16.881.146,-27.190.003,-19.535.177,3.397.963,Bad"
"-51.798.997,2.822.732,-30.144.972,18.687.241,-17.449.537,3.392.974,5.348.238,Bad"
"3.621.954,-17.684.457,-21.798.089,1.314.607,18.027.966,-35.259.652,15.385.699,Bad"
"-3.156.703,-12.652.568,9.443.823,19.687.272,-31.602.798,-24.366.488,13.769.902,Bad"
"73.968.375,6.452.319,-21.817.281,169.179,-13.281.236,-2.790.226,1.599.347,Bad"
"-3.684.693,776.011,-19.558.283,14.603.008,5.087.795,-5.843.048,4.847.811,Bad"
"54.798.976,-3.513.718,-14.810.162,-37.174.034,-221.815,-785.191,20.173.466,Bad"
"-44.150.725,14.145.103,-5.117.515,9.086.174,12.163.957,-30.774.963,3.963.674,Bad"
"16.549.625,-3.265.451,-32.954.228,17.752.522,20.232.203,-35.029.547,24.114.149,Bad"
"-716.614,20.715.185,12.253.327,88.266.045,-27.107.096,-27.126.737,20.404.162,Bad"
"-2.400.536,-14.228.853,-12.713.568,15.442.772,-9.750.766,-13.679.782,14.746.342,Bad"
"13.214.741,-39.556.847,-44.016.356,11.298.472,-11.719.278,-20.517.821,3.195.668,Bad"
"-12.161.639,-90.154.624,-27.499.335,16.121.334,-24.226.387,-16.063.747,18.913.535,Bad"
"-39.446.938,-8.649.616,-8.593.894,13.401.698,-13.698.852,-13.704.087,2.932.226,Bad"
"-823.414,28.637.285,34.620.953,23.856.404,14.560.015,-30.350.714,2.380.618,Bad"
"-15.442.107,-11.953.765,-10.123.982,2.201.761,8.141.542,-41.938.214,8.582.449,Bad"
"-17.989.184,-59.182.243,-33.461.962,21.039.712,-31.585.753,-29.929.812,-1.529.569,Bad"
"68.492.275,68.304.104,-33.311.448,10.510.821,-33.544.344,-25.729.847,2.718.588,Bad"
"-20.183.837,-4.315.632,-2.736.789,19.152.623,-17.810.193,-42.084.876,-15.987.974,Bad"
"10.874.699,-10.471.814,-9.172.775,34.335.074,-37.219.641,22.516.084,20.232.093,Bad"
"-29.304.986,-7.862.908,-19.628.782,11.637.198,-14.709.764,-14.246.435,35.764.928,Bad"
"54.826.707,-40.861.316,-325.383,94.372.225,-5.693.269,-1.824.917,5.166.311,Bad"
"20.441.134,-37.385.216,-22.908,-34.369.084,-21.024.191,-13.286.507,9.897.968,Bad"
"-23.981.519,14.847.295,-13.078.835,120.826,7.810.656,-26.803.644,32.706.962,Bad"
"-3.423.817,-18.480.722,-3.826.145,5.570.485,-20.934.863,-17.482.458,27.437.963,Bad"
"-49.373.594,4.441.781,-19.473.003,5.322.011,14.600.587,-12.561.797,39.310.198,Bad"
"-44.890.056,-1.484.356,13.163.245,17.059.455,-37.072.499,20.761.147,8.119.692,Bad"
"-14.305.657,-2.063.884,-11.379.801,9.716.894,-26.826.043,24.419.415,12.925.845,Bad"
"76.357.824,-4.487.653,-32.751.856,87.777.144,-35.666.537,-37.592.778,24.152.155,Bad"
"98.639.053,-21.877.794,-307.274,7.968.137,45.541.838,-5.164.684,2.369.337,Bad"
"-453.263,-17.435.368,-12.823.617,12.768.514,-13.668.337,-13.641.431,2.881.514,Bad"
"-5.183.255,-29.858.677,-46.544.507,15.250.646,-29.039.476,-4.498.797,20.144.086,Bad"
"-35.304.163,-18.751.361,17.199.768,29.084.446,-53.270.082,-32.124.493,-18.859.415,Bad"
"-18.044.968,84.891.635,-2.593.219,6.150.559,21.685.901,-6.229.125,48.941.007,Bad"
"-14.187.874,-2.656.472,-18.186.026,16.484.917,-8.888.337,-2.508.983,7.156.789,Bad"
"-19.840.703,-19.822.285,-12.179.836,18.689.985,-1.457.892,-1.066.939,7.999.146,Bad"
"-41.377.497,-57.063.136,19.782.344,14.100.912,-36.613.233,-3.425.997,22.424.386,Bad"
"-22.467.268,1.898.049,-14.791.338,9.895.281,-25.121.431,-15.472.466,30.371.823,Bad"
"-8.034.161,-2.769.305,-19.843.484,12.116.224,4.206.419,-39.905.386,11.643.707,Bad"
"-2.784.288,-17.921.097,-23.366.976,16.136.518,-58.428.087,-56.178.406,1.605.326,Bad"
"-25.664.608,6.127.902,-80.633.837,14.747.597,-1.563.332,-15.965.344,32.351.665,Bad"
"-6.002.902,-25.513.074,-2.763.147,13.561.573,-998.888,-35.785.327,26.149.335,Bad"
"-31.554.224,-39.156.086,-51.075.846,2.031.218,-46.951.547,-7.698.655,-27.585.775,Bad"
"-33.149.004,-29.207.199,-11.070.551,18.340.768,-48.058.626,-17.189.112,1.583.678,Bad"
